x	y	solution variable	solution variable_gauss_grad_x	solution variable_gauss_grad_y
-0.477706365055131	-0.227447884144674	-0.336335527588122	0.791158281314488	0.130380108624466
-0.578954355504393	-0.0953468663714059	-0.43016283066545	1.21315381884746	0.268591606919174
-0.477871962002886	-0.249887537681794	-0.340118204051668	0.926571308777976	0.214560228571461
0.269488117070707	-0.0511401047248228	0.147703611934995	0.695320100361728	-0.0739244520246244
-0.174452815853739	0.526470082527291	-0.121668769030652	0.827817821918816	-0.396392910339605
-0.199390989953269	-0.518278368213753	-0.142678371888755	0.857948200054194	0.407140129156961
-0.568791770305908	-0.0729512281347091	-0.417796420038157	0.945447003014273	0.0572276429599069
-0.681210045024713	0.424687166028785	-0.588918854342737	1.69587208383825	-0.243095327546706
0.499287131413774	0.281445040977938	0.36357520212112	1.11505954301923	0.344963842442809
0.440751276443069	-0.714104437063227	0.399367682107421	1.12256925203827	-0.501979804723477
-0.714293623160948	-0.440776303221271	-0.646309130430195	1.49290056805267	0.555669514670895
0.248879080630762	-0.0525776775123811	0.135831705861819	0.728597796425053	-0.00537428812996437
-0.187499470808727	0.54199883910851	-0.134439413298207	0.907602886613846	-0.264312879086731
-0.212385520667028	-0.535500177854558	-0.156879938587402	0.974896271376166	0.212880169597972
0.483609046826974	0.265433670312285	0.346217624257299	0.97539154183781	0.366699332033717
-0.218480095919754	0.61741813097989	-0.170871313229678	0.64946648552733	-0.153333305502288
0.434525477658646	-0.233551961113705	0.29158979827655	1.0343597258306	0.135565916822539
0.413817506177633	-0.243069059817985	0.278061313757387	0.855132211135272	-0.0464127889169463
0.663390603260747	-0.520286027451527	0.603931844617206	1.2879653421583	0.0956143508741365
-0.520285871116457	-0.663390338776577	-0.47238499477439	1.19809521835386	-0.0364394447145959
0.453304814588901	-0.73256799429804	0.415401639532854	0.904217638693438	-0.30608284937278
-0.73273027582656	-0.453326282254175	-0.674164325504195	1.53285148195291	0.252648410476721
-0.203563147348287	0.30518368373842	-0.119251876615231	0.584283031481998	0.127479322960447
-0.70307434513639	0.433175633118888	-0.619741887173255	1.54675391634429	-0.0742640769938315
-0.221471954942594	0.642342349204966	-0.173386000342755	0.699635023364701	-0.136696516978043
-0.21866488419497	0.289450768813544	-0.127350095966432	0.69712907978105	0.0255588371566121
0.628130348852901	-0.17458964060929	0.493734353587183	1.48880643586871	-0.224524340092929
0.636023554867517	0.144806399059156	0.498551451793765	1.57595538327232	0.205078887154325
-0.397236057191657	0.0920678202909546	-0.24725160178456	0.669768827435728	0.0534631443032669
0.505689621465691	-0.301594844764234	0.367280741745675	0.899732449341528	-0.209980977957708
-0.50480001363591	0.49509068960152	-0.409358603595736	1.26257391248183	-0.14017881007068
-0.318000222080324	-0.568064951799531	-0.249299020335672	0.78990378199397	0.0617217459123931
0.00119755829708785	0.336453637459725	0.00242858724090386	0.523979434900864	0.00486342657330849
0.000275186596701893	0.359684442039451	0.0026816180647609	0.492987067572263	-0.00152190785698654
0.176153565440863	0.0628691607636859	0.0890741871849547	0.538844013725418	0.0199797942175002
-0.873428610845436	0.41736873279211	-0.859872546499112	1.32253261215872	-0.271464966188547
-0.418383226438001	-0.872598212883825	-0.410400345160455	1.14372374796255	0.303806890244959
0.417369092360035	0.873428964664621	0.41028350496516	1.13252005915693	0.277729458026486
0.872598212883826	-0.418383226438	0.858321171602853	1.34313637626659	-0.280773630628622
0.414943252253132	-0.277985333864828	0.277599623928706	0.933138251296639	-0.17910623630098
0.387444356179376	-0.28720679317681	0.257690229032928	0.919143187377337	-0.108951365073016
-0.23525881221723	-0.135116630694559	-0.130533414926662	0.651465625671855	-0.00250611462345564
-0.209780916531783	-0.148276576403797	-0.114837760616582	0.682459555138324	0.0311482420282516
0.721390139643321	0.470024703863313	0.669481272411735	1.11261914954337	0.339224413130885
-0.470024703863313	0.721390139643323	-0.434236013250252	1.16174930137638	-0.293239344969589
-0.523133658268324	0.481854459751153	-0.426213992804096	1.1424009296668	0.038289023182662
-0.720964952576781	0.415359669497652	-0.643195487308389	1.35998706293106	-0.104786171297907
0.378825494186738	0.213119698771531	0.239041920511126	0.928020861508687	0.124034626630429
-0.916110931732033	0.353148629349967	-0.907856248522764	1.2999421584469	-0.120345330162489
0.918019916760504	-0.353830808679589	0.910329489052305	1.38251696233441	-0.144020594004847
-0.35383080867959	-0.918019916760504	-0.350601376787633	1.03328522106392	0.181018477257444
0.353148629349967	0.916110931732033	0.34964211798683	1.0280124212713	0.144577611499892
0.49969404428838	-0.327059327629899	0.370988877890302	0.946172525480343	-0.264101233202164
-0.0450428478142316	-0.184279536045055	-0.0240430916657264	0.584235448190957	-0.00593225460194181
0.424816927355914	0.430630999706351	0.318073006792413	0.878336480631888	0.138759048713899
0.339933537833913	0.25781418284864	0.215184514891846	0.753511855164533	0.282957751759244
0.35087027905796	0.224380237554374	0.218000595356091	0.851872774798913	0.0626927477099222
0.202378735609569	0.229878412925411	0.114654102379809	0.648313029657622	0.0608364359447762
-0.459039012103046	-0.187439328800173	-0.313616111880905	0.814339975771994	0.224503471912932
0.357659064999166	0.280890636053206	0.232125496978945	0.844636345104052	0.250694956861853
